company_name,fund_name,initial_date,m_strategy,pbs,setting,total_net_profit,modified_base,june_perf,week_perf,pday_perf,perf_2019,year_conv_perf,cum_perf
글로벌원,글로벌원IPO전문투자형사모투자신탁1호(Class C-S),2019-05-17,IPO,미래에셋대우,151,152,"1,005.49",0.79,0.51,0.19,0.55,5.73,0.55
글로벌원,글로벌원LUX전문투자형사모투자신탁10호,2019-03-29,IPO,미래에셋대우,66,68,"1,023.57",-0.81,-0.48,0.12,2.36,10.24,2.36
글로벌원,글로벌원LUX전문투자형사모투자신탁11호,2019-04-16,IPO,미래에셋대우,100,100,996.07,-1.97,-1.46,0.15,-0.39,-2.17,-0.39
글로벌원,글로벌원LUX전문투자형사모투자신탁12호,2019-04-18,IPO,미래에셋대우,54,53,989.23,-2.78,-2.04,0.09,-1.08,-6.14,-1.08
글로벌원,글로벌원LUX전문투자형사모투자신탁13호,2019-04-18,IPO,미래에셋대우,63,63,994.70,-2.73,-2.01,0.10,-0.53,-3.02,-0.53
글로벌원,글로벌원LUX전문투자형사모투자신탁14호,2019-04-18,IPO,미래에셋대우,54,53,985.74,-3.03,-2.28,0.10,-1.43,-8.13,-1.43
글로벌원,글로벌원LUX전문투자형사모투자신탁15호,2019-04-25,IPO,미래에셋대우,54,53,985.41,-3.11,-2.35,0.08,-1.46,-9.34,-1.46
글로벌원,글로벌원LUX전문투자형사모투자신탁16호,2019-04-25,IPO,미래에셋대우,33,32,975.46,-3.63,-2.71,0.02,-2.45,-15.71,-2.45
글로벌원,글로벌원LUX전문투자형사모투자신탁17호,2019-04-25,IPO,미래에셋대우,48,47,983.12,-3.20,-2.42,0.07,-1.69,-10.81,-1.69
글로벌원,글로벌원LUX전문투자형사모투자신탁18호,2019-04-25,IPO,미래에셋대우,52,50,966.01,-3.17,-2.40,0.06,-3.40,-21.77,-3.40
글로벌원,글로벌원LUX전문투자형사모투자신탁3호,2019-02-14,IPO,미래에셋대우,48,48,"1,015.47",-1.64,-1.54,0.14,1.55,4.45,1.55
글로벌원,글로벌원LUX전문투자형사모투자신탁4호,2019-02-14,IPO,미래에셋대우,61,62,"1,013.98",-1.43,-1.62,0.15,1.40,4.02,1.40
글로벌원,글로벌원LUX전문투자형사모투자신탁5호,2019-02-14,IPO,미래에셋대우,34,35,"1,013.55",-2.05,-1.43,0.13,1.36,3.89,1.36
글로벌원,글로벌원LUX전문투자형사모투자신탁6호,2019-02-14,IPO,미래에셋대우,37,37,"1,004.99",-0.89,-1.58,0.13,0.50,1.43,0.50
글로벌원,글로벌원LUX전문투자형사모투자신탁7호,2019-02-22,IPO,미래에셋대우,71,72,"1,018.31",-0.50,-1.62,0.14,1.83,5.62,1.83
글로벌원,글로벌원LUX전문투자형사모투자신탁8호,2019-03-26,IPO,미래에셋대우,63,65,"1,032.12",-0.50,-0.18,0.11,3.21,13.48,3.21
글로벌원,글로벌원LUX전문투자형사모투자신탁9호,2019-03-28,IPO,미래에셋대우,54,53,997.74,-1.56,-1.19,0.13,-0.23,-0.97,-0.23
글로벌원,글로벌원대유전문투자형사모투자신탁1호,2018-11-29,IPO,미래에셋대우,14,14,"1,030.63",0.31,0.10,0.04,2.57,5.48,3.06
글로벌원,글로벌원메자닌멀티스트래티지전문투자형사모투자신탁1호(Class A),2018-10-02,IPO,NH투자,21,21,"1,009.62",1.19,1.16,0.36,1.53,1.34,0.96
글로벌원,글로벌원범어그랜드팰리스전문투자형사모투자신탁1호,2018-09-21,IPO,미래에셋대우,48,50,"1,053.40",0.00,0.00,0.00,3.32,7.14,5.34
글로벌원,글로벌원하이일드공모주전문사모투자신탁1호,2017-08-01,IPO,NH투자,22,23,"1,153.85",0.09,0.00,-0.04,2.63,8.15,15.38
누림,누림포스원전문투자형사모투자신탁제1호,2019-06-19,IPO,한투증권,32,32,"1,000.05",0.00,0.00,0.00,0.00,0.91,0.00
대덕,대덕 글로벌부동산+α 전문투자형사모투자신탁[재간접형],2019-03-25,IPO,미래에셋대우,29,29,"1,006.17",0.08,0.00,0.00,0.62,2.56,0.62
대덕,대덕 독일부동산담보부대출 전문투자형 사모투자신탁,2018-06-22,IPO,미래에셋대우,15,17,"1,091.68",0.80,0.71,0.80,5.43,9.19,9.17
대덕,대덕가온누리전문투자형사모투자신탁,2015-04-01,IPO,NH투자,28,31,"1,583.19",7.88,0.50,0.25,12.66,13.80,58.32
대덕,대덕가온누리전문투자형사모투자신탁 제2호,2017-08-18,IPO,미래에셋대우,13,13,976.67,-0.08,-0.03,-0.01,-0.66,-1.27,-2.33
대덕,대덕메자닌전문투자형사모투자신탁,2018-11-02,IPO,미래에셋대우,29,29,989.19,-0.10,-0.03,-0.01,-0.83,-1.71,-1.08
대덕,대덕부평국제프라자리모델링전문투자형사모투자신탁,2019-05-03,IPO,미래에셋대우,47,47,"1,008.94",0.34,0.10,0.04,0.89,6.66,0.89
대덕,대덕에쿼티전문투자형사모투자신탁,2018-12-07,IPO,미래에셋대우,9,9,989.28,-0.12,-0.04,-0.02,-0.95,-2.00,-1.07
대덕,대덕클린에어전문투자형사모투자신탁 종류A,2019-04-18,IPO,미래에셋대우,36,36,"1,001.59",0.04,0.01,0.01,0.16,0.91,0.16
대덕,대덕하이일드전문투자형사모투자신탁 제1호 클래스 A,2018-05-09,IPO,미래에셋대우,27,27,"1,096.24",0.77,-0.12,-0.07,5.14,8.61,9.62
대덕,대덕하이일드전문투자형사모투자신탁 제2호,2019-05-03,IPO,미래에셋대우,28,28,"1,004.70",0.49,0.01,-0.01,0.47,3.50,0.47
더글로벌,더글로벌분리과세하이일드전문투자형사모증권투자신탁제1호[채권혼합],2017-08-18,IPO,NH투자,34,35,"1,165.00",0.96,-0.50,-0.31,0.25,8.96,16.50
더글로벌,더글로벌분리과세하이일드전문투자형사모증권투자신탁제2호[채권혼합],2017-09-20,IPO,NH투자,32,33,"1,161.47",0.42,-0.31,-0.15,2.64,9.22,16.15
더글로벌,더글로벌전문투자형사모투자신탁1호,2017-08-11,IPO,NH투자,57,58,"1,166.78",0.66,-0.15,-0.06,3.12,8.97,16.68
더글로벌,더글로벌전문투자형사모투자신탁2호,2017-08-31,IPO,NH투자,21,21,"1,150.65",0.76,-0.34,-0.14,5.89,8.34,15.07
더글로벌,더글로벌전문투자형사모투자신탁3호종류C,2019-03-27,IPO,NH투자,65,66,"1,002.60",0.42,0.05,-0.02,0.26,1.10,0.26
로만,로만공모주전문투자형사모증권투자신탁제2호,2017-07-17,IPO,NH투자,30,29,"1,069.46",1.05,-0.25,-0.07,2.03,3.60,6.95
로만,로만벤처기업전문투자형사모증권투자신탁제2호[주식혼합],2019-02-26,IPO,NH투자,29,36,"1,255.46",0.11,-0.22,0.02,25.55,81.08,25.55
루트엔글로벌,루트엔글로벌 Target Yield 전문투자형사모투자신탁 제1호,2018-11-20,IPO,미래에셋대우,61,62,"1,029.31",0.16,0.05,0.02,1.82,5.02,2.93
루트엔글로벌,루트엔글로벌알파전문투자형사모투자신탁 제1호(종류S),2017-10-19,IPO,NH투자,105,100,946.06,0.82,-0.09,-0.25,1.13,-3.23,-5.39
루트엔글로벌,루트엔글로벌알파프로텍션전문투자형사모투자신탁N 제1호 제1종,2018-07-06,IPO,NH투자,19,18,"1,053.68",0.30,0.10,0.04,2.56,5.60,5.37
루트엔글로벌,루트엔글로벌알파프로텍션전문투자형사모투자신탁N 제2호 제1종,2018-09-14,IPO,NH투자,16,16,"1,031.25",0.23,0.08,0.03,1.89,4.07,3.13
루트엔글로벌,루트엔글로벌코넥스하이일드전문투자형사모투자신탁 제1호,2018-11-09,IPO,NH투자,10,10,"1,141.93",1.75,-0.47,-0.16,11.74,23.13,14.19
루트엔글로벌,루트엔글로벌코리아좋은성장전문투자형사모투자신탁 제1호,2018-06-29,IPO,미래에셋대우,50,57,"1,139.04",1.38,-0.83,-0.22,14.72,14.22,13.90
루트엔글로벌,루트엔글로벌코스닥벤처전문투자형사모투자신탁 제1호(종류I),2019-03-13,IPO,미래에셋대우,27,27,996.44,0.99,1.07,-0.06,-0.36,-1.30,-0.36
루트엔글로벌,루트엔글로벌하이일드전문투자형사모투자신탁 제1호,2018-11-09,IPO,NH투자,11,11,"1,107.67",1.55,-0.17,-0.08,10.93,17.54,10.77
르네상스,르네상스가치1호전문투자형사모투자신탁 S클래스,2019-03-27,IPO,한투증권,88,93,"1,083.23",2.42,-0.95,0.25,8.32,35.32,8.32
르네상스,르네상스공모주전문투자형사모투자신탁,2019-04-15,IPO,한투증권,80,81,"1,017.37",1.30,0.21,0.02,1.74,9.46,1.74
르네상스,르네상스라파엘로1호전문투자형사모투자신탁 A클래스,2019-04-17,IPO,한투증권,59,59,998.78,-0.05,-0.02,-0.01,-0.12,-0.69,-0.12
르네상스,르네상스멀티1호전문투자형사모투자신탁 S클래스,2019-03-27,IPO,한투증권,50,51,"1,022.53",0.88,-0.64,0.19,2.25,9.56,2.25
르네상스,르네상스미켈란젤로1호전문투자형사모투자신탁 C클래스,2019-04-22,IPO,NH투자,102,105,"1,036.57",2.22,-1.05,0.24,3.66,22.25,3.66
르네상스,르네상스미켈란젤로2호전문투자형사모투자신탁 C클래스,2019-04-22,IPO,NH투자,48,49,"1,008.35",0.91,-0.55,0.20,0.84,5.08,0.84
르네상스,르네상스밸런스1호전문투자형사모투자신탁 A클래스,2017-10-19,IPO,한투증권,13,13,"1,047.23",3.98,-1.02,0.35,12.09,2.83,4.72
르네상스,르네상스뷰티1호전문투자형사모투자신탁 C클래스,2019-04-22,IPO,한투증권,24,24,"1,000.00",0.00,0.00,0.00,0.00,0.00,0.00
르네상스,르네상스산치오1호전문투자형사모투자신탁 A클래스,2019-04-18,IPO,한투증권,70,70,998.75,-0.05,-0.02,-0.01,-0.13,-0.71,-0.13
르네상스,르네상스인텔리전스전문투자형사모투자신탁 S클래스,2016-11-21,IPO,한투증권,64,67,"1,146.90",4.83,-0.96,0.35,15.66,5.69,14.69
르네상스,르네상스퍼스티지1호전문투자형사모투자신탁 C클래스,2019-04-22,IPO,한투증권,83,85,"1,018.93",0.94,-0.58,0.25,1.89,11.52,1.89
리운자산,리운IPO전문투자형사모증권투자신탁제1호종류S,2016-03-14,IPO,NH투자,56,57,"1,267.88",1.43,0.11,-0.12,2.34,8.19,26.79
리운자산,리운분리과세코넥스하이일드전문투자형사모증권투자신탁제5호,2017-07-05,IPO,NH투자,16,22,"1,531.23",2.10,-0.91,-0.44,14.38,27.08,53.12
리운자산,리운코스닥벤처전문투자형사모증권투자신탁제1호,2018-04-09,IPO,NH투자,111,112,"1,074.70",1.90,-0.53,-0.09,3.71,6.22,7.47
리운자산,리운코스닥벤처전문투자형사모증권투자신탁제2호,2018-04-09,IPO,NH투자,42,42,"1,067.40",2.73,-0.73,-0.15,3.67,5.62,6.74
리운자산,리운코스닥벤처전문투자형사모증권투자신탁제3호종류A,2018-04-20,IPO,NH투자,75,76,"1,068.16",2.61,-0.13,-0.03,4.21,5.83,6.82
리치,리치 공모주 전문투자형 사모투자신탁 제1호,2019-06-12,IPO,NH투자,26,26,999.72,-0.03,-0.02,-0.01,-0.03,-1.14,-0.03
리코,리코MakingGold전문투자형사모투자신탁제1호(class A),2019-02-07,IPO,삼성증권,99,101,"1,022.64",0.30,0.06,0.01,2.26,6.17,2.26
리코,리코New-KOREA전문투자형사모투자신탁제1호,2018-09-19,IPO,KB증권,118,127,"1,071.13",0.50,0.02,-0.05,5.52,9.44,7.11
리코,리코New-KOREA전문투자형사모투자신탁제3호,2018-11-16,IPO,NH투자,83,86,"1,035.30",0.20,0.00,-0.01,2.72,5.94,3.53
리코,리코New-KOREA전문투자형사모투자신탁제5호,2019-01-31,IPO,KB증권,110,113,"1,026.02",0.34,0.04,-0.01,2.60,6.74,2.60
리코,리코New-Trust채권전문투자형사모투자신탁제1호,2019-06-20,IPO,KB증권,200,200,"1,000.55",0.05,0.05,0.01,0.05,20.07,0.05
리코,리코ORUM벤처기업전문투자형사모투자신탁제1호,2018-04-05,IPO,NH투자,48,56,"1,176.13",1.40,0.15,-0.29,12.71,14.54,17.61
리코,리코Target전문투자형사모투자신탁제1호,2018-09-21,IPO,KB증권,175,176,"1,003.79",-0.17,-0.14,-0.05,0.47,0.51,0.38
리코,리코Target전문투자형사모투자신탁제2호,2019-05-15,IPO,신한금융투자,118,118,"1,000.22",-0.02,0.00,0.00,0.02,0.22,0.02
리코,리코달팽이하이일드전문투자형사모투자신탁제10호,2018-02-20,IPO,미래에셋대우,110,113,"1,036.62",0.12,-0.06,-0.02,3.85,2.75,3.66
리코,리코레아공모주전문투자형사모투자신탁제1호,2018-07-23,IPO,NH투자,82,86,"1,051.27",0.09,-0.07,-0.02,2.86,5.62,5.13
리코,리코레아공모주전문투자형사모투자신탁제2호,2018-07-27,IPO,KB증권,45,48,"1,072.77",0.20,-0.11,-0.05,4.75,8.07,7.28
리코,리코레아공모주전문투자형사모투자신탁제3호,2018-09-06,IPO,KB증권,31,33,"1,057.16",0.09,-0.04,-0.03,4.97,7.24,5.72
마운틴,마운틴푸른공모주 전문투자형 사모투자신탁 제2호,2017-04-18,IPO,미래에셋대우,104,103,"1,102.57",0.09,-0.33,-0.14,1.91,4.72,10.26
보고,보고 알파플러스 공모주 전문투자형 사모투자신탁 2호 (종류A),2017-07-11,IPO,KB증권,12,11,"1,071.33",1.61,1.25,0.44,10.39,3.67,7.13
블루텍,블루텍 공모주멀티펀드 전문투자형 사모증권투자신탁 1호,2017-07-17,IPO,NH투자,12,12,"1,144.70",1.61,0.85,0.15,3.12,7.50,14.47
블루텍,블루텍IPO전문투자형사모증권투자신탁WPCGB-1호 종류형 C,2017-04-06,IPO,한투증권,49,49,"1,558.66",0.18,-0.14,-0.10,1.66,25.30,55.87
비전,비전 공모주 전문투자형 사모투자신탁 제1호,2017-04-11,IPO,미래에셋대우,40,40,"1,064.35",0.08,-0.03,-0.01,0.76,2.93,6.43
비전,비전 인컴스 플러스 공모주 전문투자형 사모투자신탁 제2호 종류 A,2018-03-30,IPO,삼성증권,36,36,"1,042.25",0.16,0.06,0.03,1.62,3.44,4.22
썬앤트리,썬트리공모주전문투자형사모투자신탁1호,2016-06-09,IPO,미래에셋대우,40,43,"1,087.05",-0.14,-1.08,-0.27,9.73,2.87,8.70
아름드리,아름드리공모주전문투자형사모증권투자신탁제1호,2017-04-11,IPO,미래에셋대우,50,52,"1,149.58",1.35,0.07,0.23,3.73,6.82,14.96
아샘,아샘공모주전문투자형사모투자신탁2호,2016-09-08,IPO,한투증권,51,54,"1,126.48",-0.11,-0.49,-0.15,3.05,4.54,12.65
아스트라,아스트라 인벡스 공모주 전문투자형 사모투자신탁,2018-03-09,IPO,미래에셋대우,14,12,"1,500.03",-12.31,-6.06,-1.49,4.37,38.91,50.00
아울,아울 공모주 전문투자형 사모투자신탁 제1호,2018-06-20,IPO,미래에셋대우,32,34,"1,086.76",3.95,1.12,0.14,4.32,8.65,8.68
아울,아울 공모주 전문투자형 사모투자신탁 제2호,2018-09-04,IPO,미래에셋대우,48,50,"1,081.31",1.80,0.15,0.24,4.73,10.23,8.13
아울,아울 더드림 코스피200 양매도 합성전략 전문투자형 사모투자신탁 제1호,2019-02-15,IPO,미래에셋대우,2,2,"1,007.53",1.33,0.19,0.14,0.75,2.18,0.75
아울,아울 베테랑 공모주 전문투자형 사모투자신탁 제1호,2016-12-09,IPO,미래에셋대우,2,2,"1,209.01",3.49,0.64,0.11,6.17,8.26,20.90
아이앤제이,아이앤제이 공모주 전문투자형 사모 투자신탁 2호,2017-04-18,IPO,한투증권,30,26,847.59,2.55,1.08,0.49,16.48,-7.01,-15.24
아이앤제이,아이앤제이 공모주 전문투자형 사모투자신탁 1호,2016-03-15,IPO,한투증권,21,19,"1,194.43",10.82,6.37,1.34,31.54,5.95,19.44
에셋원,에셋원공모주플러스 전문투자형사모투자신탁 1호,2018-01-19,IPO,미래에셋대우,8,8,"1,060.05",0.51,0.02,0.01,2.51,4.23,6.01
엑스포넨셜,엑스포넨셜IPO PLUS 전문투자형 사모투자신탁제1호종류 C-S,2018-01-29,IPO,KB증권,11,12,"1,145.51",0.94,-1.38,0.09,10.67,10.46,14.55
유나이티드 파트너스,유나이티드파트너스공모주전문투자형사모투자신탁제1호,2018-01-18,IPO,한투증권,10,8,"1,988.53",-17.33,-8.97,-2.31,-5.86,69.52,98.85
유리,유리앱솔루트알파전문투자형사모투자신탁제1호,2018-03-29,IPO,삼성증권,100,103,"1,030.01",-0.99,-0.48,-0.21,1.84,2.44,3.00
유리치,유리치 스마트 공모주 전문투자형 사모투자신탁 제1호,2016-10-10,IPO,한투증권,40,40,"1,102.71",1.18,-0.51,-0.13,7.13,3.81,10.27
인벡스,인벡스 브라이트 공모주 전문투자형 사모투자신탁 제1호(종류C-s),2016-08-31,IPO,한투증권,28,26,"2,428.70",1.98,-3.38,-1.08,11.60,50.93,142.87
파란,파란 공모주 전문투자형 사모투자신탁 제1호,2017-09-01,IPO,한투증권,18,19,"1,443.05",2.51,0.42,-0.29,6.14,24.58,44.30
파란,파란 코넥스 공모주 고위험고수익 전문투자형 사모투자신탁 제1호,2018-05-14,IPO,한투증권,4,4,987.95,0.36,-0.22,-0.20,0.35,-1.09,-1.20
파인밸류,파인밸류IPO플러스전문투자형사모증권투자신탁 종류S,2016-01-21,IPO,NH투자,736,746,"1,643.65",-0.60,-1.94,-0.47,1.48,18.84,64.36
파인밸류,파인밸류POST IPO플러스 전문투자형사모증권투자신탁 종류C-f,2017-04-28,IPO,미래에셋대우,9,9,"1,639.62",-0.07,0.38,-0.32,32.93,29.78,63.96
포트코리아,포트코리아 공모주 전문투자형 사모투자신탁 제1호,2018-01-15,IPO,한투증권,10,10,"1,337.98",4.92,1.41,-0.47,10.12,23.63,33.80
피데스,피데스 점프업 액티브 공모주 전문투자형 사모투자신탁 제5호,2017-04-27,IPO,한투증권,4,3,907.78,-0.79,-0.65,0.27,-1.75,-4.29,-9.22
한국대성,한국대성 공모주 전문투자형 사모 투자신탁 제1호,2018-02-07,IPO,NH투자,23,26,"1,523.51",9.07,1.96,0.04,15.03,38.29,52.35
현대인베스트,현대인베스트먼트어벤져스공모주전문투자형사모투자신탁2호,2018-01-17,IPO,NH투자,38,39,"1,026.87",-0.93,-0.96,-0.19,2.48,1.89,2.69
현대인베스트,현대인베스트먼트어벤져스공모주전문투자형사모투자신탁3호,2018-01-24,IPO,NH투자,30,31,"1,048.27",-0.08,-0.40,-0.06,2.44,3.43,4.83
현대인베스트,현대인베스트먼트어벤져스공모주전문투자형사모투자신탁4호,2018-03-14,IPO,NH투자,69,69,"1,021.48",-0.39,-0.51,-0.06,3.54,1.69,2.15
타임폴리오,타임폴리오 The Time-H 전문투자형사모투자신탁 종류 C-S,2016-05-17,Hybrid,삼성증권,"1,160","1,143","1,329.37",-0.50,-0.86,-0.58,5.11,10.64,32.94
타임폴리오,타임폴리오 The Time-H2 전문투자형사모투자신탁 종류 C-S,2017-03-23,Hybrid,신한금융투자,559,556,"1,263.02",0.18,-0.44,-0.27,5.83,11.71,26.30
아샘,아샘 분리과세하이일드메자닌플러스 전문투자형 사모투자신탁 1호(혼합채권형)A,2017-12-14,"High-yield /
Mezzanine",한투증권,49,53,"1,082.54",0.14,-0.02,-0.01,2.52,5.44,8.25
국제,국제 코넥스하이일드 전문투자형사모투자신탁1호,2018-10-31,High-yield,KB증권,10,10,"1,071.08",0.49,-0.07,-0.04,7.59,11.14,7.11
대덕,대덕코넥스하이일드전문투자형사모투자신탁제1호,2018-04-30,High-yield,NH투자,19,19,"1,223.34",1.75,-0.13,-0.13,5.93,19.55,22.33
더글로벌,더글로벌하이일드전문투자형사모증권투자신탁제3호[채권혼합]종류C,2018-08-17,High-yield,NH투자,35,36,"1,016.15",1.24,-0.26,-0.14,-0.53,1.91,1.62
플랫폼파트너스,더플랫폼 RE INFRA 전문투자형사모투자신탁5호,2018-07-30,High-yield,미래에셋대우,36,36,"1,045.15",0.29,0.09,0.04,2.39,5.06,4.52
플랫폼파트너스,더플랫폼 RESF 전문투자형사모투자신탁 9호 종류C-W,2019-02-22,High-yield,삼성증권,300,305,"1,017.02",0.30,0.10,0.04,1.70,5.22,1.70
플랫폼파트너스,더플랫폼 멀티전략 전문투자형사모투자신탁 제3호 종류A,2018-09-11,High-yield,KB증권,33,35,"1,041.45",1.00,0.53,0.01,2.78,5.35,4.15
플랫폼파트너스,더플랫폼 메자닌멀티전략 전문투자형사모투자신탁 제1호 종류A,2018-10-29,High-yield,미래에셋대우,28,29,"1,030.13",2.01,1.02,0.40,1.90,4.68,3.01
플랫폼파트너스,더플랫폼 메자닌멀티전략 전문투자형사모투자신탁 제2호 종류A,2019-01-15,High-yield,미래에셋대우,33,32,986.99,0.65,0.74,0.09,-1.30,-3.02,-1.30
플랫폼파트너스,더플랫폼 메자닌멀티전략 전문투자형사모투자신탁 제3호 종류A,2019-02-26,High-yield,미래에셋대우,39,38,993.70,0.31,0.48,0.03,-0.63,-2.00,-0.63
플랫폼파트너스,더플랫폼 메자닌인컴 전문투자형사모투자신탁 제1호 종류A,2019-01-07,High-yield,미래에셋대우,28,28,986.41,0.58,0.59,0.09,-1.36,-3.01,-1.36
플랫폼파트너스,더플랫폼 세컨더리프라임인프라 전문투자형사모투자신탁 제1호 종류A,2019-02-19,High-yield,미래에셋대우,62,64,"1,017.03",0.20,0.05,-0.02,1.70,5.10,1.70
플랫폼파트너스,더플랫폼 세컨더리프라임인프라 전문투자형사모투자신탁 제2호 종류A,2019-02-26,High-yield,미래에셋대우,63,64,"1,016.23",0.12,0.03,-0.02,1.62,5.15,1.62
플랫폼파트너스,더플랫폼 세컨더리프라임인프라 전문투자형사모투자신탁 제4호 종류A,2019-03-06,High-yield,미래에셋대우,69,69,"1,008.24",0.06,0.01,-0.01,0.82,2.81,0.82
플랫폼파트너스,더플랫폼 세컨더리프라임인프라 전문투자형사모투자신탁 제6호 종류A,2019-03-06,High-yield,미래에셋대우,66,67,"1,011.60",0.07,0.01,-0.02,1.16,3.96,1.16
